epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.3001,5.20995,6.45389,1.97846,2e-05,0.00117,1e-05,0,6.42952,9.85043,5.26567,2.858e-05,2.858e-05,2.858e-05
2,79.7411,5.07504,5.46006,2.00948,2e-05,0.00117,1e-05,0,6.348,8.21855,4.90407,3.60822e-05,3.60822e-05,3.60822e-05
